"dn" "gamma" "eta" "dm" "alpha" "rn"
"1" 0.00788011206450942 0.140257696025074 9.66574858647754 0.00871103707991157 0.0988775553513462 4.81337627326138
"2" 0.00258064066099469 0.0192893974552862 10.2902738305273 0.011114134779767 0.0967037621148328 5.59225894662086
"3" 0.00693748337463452 0.0155645851616282 10.1339949608993 0.010363883091965 0.0995348098502994 8.75127849681303
"4" 0.0159240334113725 0.191102617428405 9.73066522904411 0.0100088964874934 0.099382701850924 7.52384189411532
"5" 0.00397578503719042 0.131115166625241 10.3567669150566 0.0121000633820235 0.104050021327017 6.64135842397809
"6" 0.0097298762301784 0.0912685193994548 10.1595385029976 0.00960163105834084 0.100159183858556 5.58222686510999
"7" 0.0196216477488698 0.239698617276736 10.1505591299461 0.00994520407064 0.102087092038948 6.04004571039695
"8" 0.00194780639216932 0.0424000348662958 10.1119987092874 0.0107851657691474 0.0958352276362043 7.49652542069089
"9" 0.0170652536193761 0.0674045421904884 10.2833009218529 0.0116707140067229 0.0999575338247128 3.92730345274322
"10" 0.0182823264682873 0.109927416032879 10.2990580596876 0.0137198152269075 0.101790919088939 5.80885445035528
"11" 0.0118160345197523 0.199732676580315 9.71855319457646 0.00963798396252613 0.0985741560870872 6.56217214919161
"12" 0.0191971983215706 0.166910540650133 9.79927159307786 0.0153003596290962 0.105553642337899 6.89990079426207
"13" 0.00371080431894725 0.235898375408724 10.26102608057 0.0120910630855522 0.093275244538356 6.25384110503364
"14" 0.00395052565512457 0.0309685416601133 9.76890727165142 0.00962294274725257 0.0995944732689224 5.05480542650912
"15" 0.0191279708790395 0.231823548043612 9.78096044180242 0.00951631081687117 0.0990798107058408 5.648102084524
"16" 0.00560996713194041 0.0804664252512157 10.2382984051845 0.00966036940640732 0.11394935535455 3.57343719690107
"17" 0.0108163652726905 0.173794554366032 10.2803599790324 0.0116494865175711 0.0999088045636237 6.92720311356243
"18" 0.0111440704207057 0.238200898253126 10.2922076094246 0.0112632820041144 0.0970045224165961 8.25954928610008
"19" 0.0157554151156764 0.0401495141908526 9.75811855777773 0.010050080777454 0.0993423337600199 3.87440602073912
"20" 0.00401120957116736 0.160417036789004 10.0777219059277 0.0105925653079525 0.0970758085455851 6.85310780047439
"21" 0.0129863206581732 0.0223550831642933 10.7138439341192 0.0120137998664274 0.09224761670697 8.098742237431
"22" 0.00848995571032981 0.0926029494288377 9.78312664147027 0.009006735570081 0.0999480881830922 8.32250771997496
