"V1" "V2" "V3" "V4" "V5" "V6"
"1" 0.0183215989434898 0.148738714017044 9.75445738458228 0.00202782142772316 0.103739148912928 8.201850889045
"2" 0.0133641428447095 0.173230104577443 10.4546654503197 0.00897566196937716 0.0736776554654156 6.77992522658805
"3" 0.0125256412590313 0.0406443008576609 7.84159324195592 0.0202696446616732 0.0757198822751841 4.8680405660289
"4" 0.0197922110732191 0.0755400834352835 10.8335334979012 0.01362082780435 0.129648470828041 3.95997981786524
"5" 0.00830354954131108 0.0716592697339064 11.2772555675304 0.0209158159626191 0.103175620509867 7.10886717030626
"6" 0.0157680538948142 0.211469837597759 13.6530254884171 0.00296171300697234 0.0854505548219879 8.81518101302344
"7" 0.0106489661761176 0.208995570582747 14.8557369491534 0.0103630294235878 0.113153107930189 4.42901339967408
"8" 0.0177774872048349 0.176369440309501 7.39930392260213 0.00932973426533677 0.11719194988744 8.86720176982677
"9" 0.0184551876522533 0.16267768739525 10.8270768059134 0.0206861051358826 0.123636365724235 7.52732878644446
"10" 0.00528194831543104 0.0266811845566095 8.39709090403315 0.0188486756203602 0.117578452517499 7.20746972349716
"11" 0.0089912152146294 0.0577131234419338 9.05308206470104 0.00781458612492211 0.16755404395056 5.29981389924631
"12" 0.0117083378403476 0.0795899557290078 9.41748338784133 0.00930327838449248 0.0763723596016014 4.17458986585383
"13" 0.0196382540349552 0.0746821009698054 8.02837378155021 0.00614753225448758 0.123487530837801 6.71862112252868
"14" 0.014802099795737 0.234122394008837 10.6238496582623 0.00773352599872182 0.171155140054686 3.78002767100599
"15" 0.0161463374128117 0.132776208908691 8.80164316147326 0.0305822150685158 0.0746105319891652 4.53638017358697
"16" 0.0177311668576498 0.0650044673241011 9.31105587078916 0.00808505679106082 0.115154711246344 4.7579173922612
"17" 0.00119699520297304 0.00684461673264408 8.1914085707462 0.0129695654284159 0.15965825232023 7.07108100690044
"18" 0.0158440608641228 0.19910485926323 15.5319364737209 0.0262714091794879 0.0952385114246716 8.1473968340443
"19" 0.0117405892794772 0.206111330947213 14.9311641213185 0.0236633549603034 0.129567047930424 3.69568350948601
"20" 0.00970112460944068 0.164181160526778 15.0504706229016 0.0115277473108372 0.132016434740901 4.01903919375161
"21" 0.00763910608177566 0.119439817287875 14.9089047263539 0.00679685911718705 0.1623286983748 7.79272136639044
"22" 0.0142417880401764 0.244301742024753 9.38241697230374 0.027512248373933 0.0998691365008215 6.95528933397332
"23" 0.00742625282951714 0.050558660483256 14.8622111906075 0.0026024417420488 0.154989210921687 5.25358359128814
"24" 0.0172582797949283 0.097743616329575 17.9724186624866 0.0168960037790956 0.0876508824320525 6.81811299538284
