"grad.lhs_n.1" "grad.lhs_n.2" "grad.lhs_n.3" "grad.lhs_n.4" "grad.lhs_n.5" "grad.lhs_n.6" "grad.lhs_n.7" "grad.lhs_n.8" "grad.lhs_n.9" "grad.lhs_n.10" "grad.lhs_n.11" "grad.lhs_n.12" "grad.lhs_n.13" "grad.lhs_n.14" "grad.lhs_n.15" "grad.lhs_n.16" "grad.lhs_n.17" "grad.lhs_n.18" "grad.lhs_n.19" "grad.lhs_n.20" "grad.lhs_n.21" "grad.lhs_n.22" "grad.lhs_n.23" "grad.lhs_n.24" "grad.lhs_n.25" "grad.lhs_n.26" "grad.lhs_n.27" "grad.lhs_n.28" "grad.lhs_n.29" "grad.lhs_n.30" "grad.lhs_n.31" "grad.lhs_n.32" "grad.lhs_n.33" "grad.lhs_n.34" "grad.lhs_n.35" "grad.lhs_n.36" "grad.lhs_n.37" "grad.lhs_n.38" "grad.lhs_n.39" "grad.lhs_n.40" "grad.lhs_n.41" "grad.lhs_n.42" "grad.lhs_n.43" "grad.lhs_n.44" "grad.lhs_n.45" "grad.lhs_n.46" "grad.lhs_n.47" "grad.lhs_n.48" "grad.lhs_n.49" "grad.lhs_n.50" "grad.lhs_n.51" "grad.lhs_n.52" "grad.lhs_n.53" "grad.lhs_n.54" "grad.lhs_n.55" "grad.lhs_n.56" "grad.lhs_n.57" "grad.lhs_n.58" "grad.lhs_n.59" "grad.lhs_n.60" "grad.lhs_n.61" "grad.lhs_n.62" "grad.lhs_n.63" "grad.lhs_n.64" "grad.lhs_n.65" "grad.lhs_n.66" "grad.lhs_n.67" "grad.lhs_n.68" "grad.lhs_n.69" "grad.lhs_n.70" "grad.lhs_n.71" "grad.lhs_n.72" "grad.lhs_n.73" "grad.lhs_n.74" "grad.lhs_n.75" "grad.lhs_n.76" "grad.lhs_n.77" "grad.lhs_n.78"
"tc.temp.mean" 0.0613712540355656 0.0623957972829424 0.0645459970164531 0.0673563681586701 0.0703981285394407 0.0733132773114771 0.0758206035073594 0.0777137619704166 0.0789796244537455 0.0796991345937137 0.0799300684119024 0.0797108650737054 0.079065140413522 0.0780054082671623 0.0766108544806978 0.0751330665024536 0.0738802144400413 0.0731884586100839 0.0733893284399151 0.0747553628231854 0.0774023431096499 0.0810624566587068 0.085295583431671 0.0896750667278227 0.0938423961426757 0.0975411523445479 0.100629233225356 0.103072964541942 0.104925844752609 0.106294637981185 0.107306019064895 0.108079583039335 0.108710111165168 0.109258392805516 0.109748435428924 0.110182676171592 0.110554580464599 0.110856466368997 0.111084345658208 0.111240022186386 0.111331750433658 0.111372288657816 0.111375033295874 0.111351336176922 0.111308953251121 0.111251733725747 0.11118137560296 0.111101244005 0.111015426762562 0.110928796036134 0.110847071133124 0.110776406588398 0.110722686166688 0.110690584845772 0.110682657296851 0.110699027064172 0.110737603154148 0.11079470533587 0.110865940333712 0.11094603852437 0.111028685385613 0.111109121687974 0.111183999995647 0.111250721426543 0.111306771598437 0.111349414370757 0.11137701393731 0.111388440458244 0.111382567816168 0.111358557734776 0.111316118361293 0.11125574892121 0.111182474218028 0.111107098538043 0.111040133382184 0.110990730684223 0.110966622777642 0.110974682580638
"dn.spat.mean" -4.73137325403651 -7.13782061521022 -5.52733678446595 -3.95644075455365 -2.51877123209741 -1.2547138919463 -0.200496101814065 0.234724953162569 0.319511971419956 0.415820944497766 0.524585823865934 0.642167657236091 0.764768815661172 0.525559370372968 -0.490093030447516 -1.60678535855942 -2.70964505516859 -3.74313529475426 -4.61492794581937 -5.13823792913978 -4.79631110405655 -4.01404609466472 -3.15175963313618 -2.29289042066687 -1.50417892184046 -0.833151830348437 -0.341433702692748 -0.0648486445892957 0.0547626585956971 0.0610194840715954 2.14713955413902e-05 -0.083687429790837 -0.147934591181763 -0.159199475821646 -0.14583981721431 -0.119665917541875 -0.0836308230555513 -0.0410109009657333 0.0053018582100821 0.0488526772190484 0.0754038647937132 0.0854933140296661 0.0876220288807069 0.0907174062624496 0.102656631494302 0.130965624483294 0.175052238613596 0.220020474480149 0.263988641096728 0.307917937893893 0.353097815484797 0.406216773484244 0.525561481001388 0.678201412250924 0.818452176463685 0.949747917779254 1.07597627683237 1.20025468157644 1.35309292460527 1.56040973135293 1.75936635590529 1.94320736987231 2.11486701149661 2.27782670826421 2.45004445313278 2.70414964220959 2.91702289109854 3.03549553624049 3.0772461074325 3.05950791447124 2.99989962420736 3.00019759508119 3.0316411194277 2.94353820399667 2.78359399336614 2.61011446072605 2.47958297143925 1.41752454932907
"ga.spat.mean" 0.496381684153241 0.586292180805113 0.681481863433769 0.789220342321364 0.913894963447138 1.06136593031776 1.23849803796468 1.44412582447516 1.66920511697424 1.90537918893867 2.14291264628255 2.36779255770678 2.56112350216998 2.71724374005326 2.8344141506602 2.83657451088978 2.68465400560229 2.35798847062511 1.85527523658342 1.21805537707216 0.62984729374516 0.150948599347018 -0.222451113300463 -0.483689316303834 -0.643067360838225 -0.722609450830088 -0.728201768025926 -0.670303527916846 -0.59687455448848 -0.526211540055632 -0.465492167514409 -0.414980862695304 -0.37486200716426 -0.354064635176562 -0.331955825147454 -0.301448810508122 -0.263492876432043 -0.219730691612479 -0.172926686853033 -0.143551506609453 -0.131377056254876 -0.118570484402044 -0.104787175858414 -0.0899286689505887 -0.0736618739690769 -0.0604342846903875 -0.0599252747241063 -0.0606545491104442 -0.061419133967853 -0.0638712284627934 -0.0694372048561811 -0.079515890565872 -0.0969493836039863 -0.120316854012403 -0.148824277715442 -0.183867493626721 -0.22677740582199 -0.278810096928425 -0.334733148205136 -0.384895070327876 -0.438698058753807 -0.498423664577784 -0.564390333686943 -0.636466063054346 -0.709271244590743 -0.744773258262715 -0.748435956692151 -0.735066678368072 -0.706556747033399 -0.664101176192026 -0.608372904583891 -0.54146086989617 -0.458318707360936 -0.350476724287559 -0.218157299230858 -0.0604712393075083 0.125435892131039 0.481782019169683
"rn.spat.mean" 0.0333920118458712 0.0336102425181217 0.0342033010979157 0.0350491368668351 0.0360324994102053 0.0370627602139982 0.0380760994706369 0.0390266681359957 0.0398679582054388 0.0405448535851344 0.0409984461881683 0.0411691346599396 0.0409990996163167 0.0404346649693463 0.0394386174466416 0.0380174644099488 0.0362265644725898 0.0341747971540812 0.0320189303040278 0.0299437332668572 0.0281215845583653 0.0266236500424336 0.0254429473349882 0.0245389530107467 0.023856496708081 0.0233407962836174 0.0229471276430577 0.0226445253694154 0.0224155832866236 0.0222533949753671 0.0221557666450977 0.0221197762993768 0.0221378631706507 0.0221965048110364 0.0222799888881648 0.0223731687834919 0.022463234042125 0.0225407841889862 0.0225998169588434 0.0226370763930542 0.0226547847152718 0.0226593569494473 0.0226556764597808 0.0226454761040124 0.0226267163378225 0.0225937672536572 0.0225388174239837 0.0224550217668686 0.0223370000309504 0.0221810109400222 0.0219848900172832 0.0217476709976455 0.0214685454681188 0.0211403923919815 0.0207527666009174 0.0202967157756928 0.0197648850852254 0.019151796849409 0.0184542891507174 0.0176676432918922 0.0167813042566426 0.015787446926643 0.0146813797765662 0.0134604214638065 0.0121227072210746 0.0106658248333777 0.00908583475126046 0.00738113747544835 0.00555281358545052 0.00360320686906919 0.00153468203725547 -0.000651323502883515 -0.00294927415808174 -0.00534348509858773 -0.00781568383682998 -0.010349674212979 -0.0129355290203855 -0.0155744005413349
"ecm.temp.mean" -0.00557464261515524 -0.00691336742134878 -0.00855224827877024 -0.0105460010596383 -0.0129541905973662 -0.0158396343557265 -0.019265895295584 -0.0232937979395778 -0.0279780986088524 -0.0333626077624148 -0.0394736056786695 -0.0463130869244557 -0.0538517827430375 -0.0620225983046139 -0.0707276086533466 -0.0798582257844284 -0.0892826640354269 -0.0988457504244753 -0.108372745382991 -0.117674466364664 -0.126557986706993 -0.134866807375085 -0.142477225992924 -0.149288546635291 -0.155225426561062 -0.160238954732663 -0.164306522211416 -0.167433558603228 -0.16965298053685 -0.17101815595757 -0.171598885095574 -0.171477587732142 -0.170745585588799 -0.16949615399557 -0.167807996165691 -0.165755571632896 -0.163412897115917 -0.160852223606288 -0.158143012078225 -0.155350608569678 -0.152523005496397 -0.149691880613934 -0.146886157141261 -0.144132631749565 -0.141456048784368 -0.138879218163891 -0.136419540928755 -0.134081500153415 -0.131866859888182 -0.129777184139892 -0.127813887781181 -0.125978286919276 -0.124271299339795 -0.122689450325698 -0.121226518887811 -0.119876620117939 -0.118634240938174 -0.117494215199787 -0.11645169676489 -0.115501554036679 -0.114637692697388 -0.113854153996164 -0.113145245496367 -0.11250550643 -0.111929675610437 -0.111412690338125 -0.110949853861879 -0.110536697935099 -0.110168860432488 -0.109842068275558 -0.109552123499257 -0.109294895039267 -0.109066492914426 -0.108863359949584 -0.108682019624933 -0.108519046574883 -0.108371059202632 -0.108234712870316
"eta.spat.mean" 0.000585286084447871 0.000736627182025696 0.000920771102728455 0.00114246842748199 0.00140636128732203 0.00171668257264361 0.00207689176795607 0.00248926114677151 0.00295440902768688 0.00347084520565773 0.00403458637605558 0.0046388655033806 0.00527399553188753 0.00592743585432632 0.00658481653208016 0.0072317764801951 0.00785386588821342 0.00843716835805896 0.00896903681981549 0.00943870227848458 0.0098381896920188 0.0101660909839593 0.0104258511487892 0.0106234549884332 0.0107665776621489 0.010863711324156 0.0109233654130202 0.0109541169510663 0.0109643936662101 0.0109611745142354 0.0109498773586186 0.0109344952824119 0.010917831589513 0.0109017076453951 0.0108869669504332 0.0108739470781619 0.0108627735775709 0.0108535035970966 0.010846224459265 0.0108410937683493 0.0108379755877901 0.0108364710511281 0.0108363132198609 0.0108373690714814 0.0108396226379721 0.0108431561878778 0.0108480242653254 0.0108539839670775 0.0108607259994735 0.0108679266462455 0.0108752347654042 0.0108822581495548 0.0108885742380816 0.0108940158394941 0.0108985227884542 0.0109018740115606 0.0109036505147819 0.0109032067396776 0.010899647686994 0.0108922641549017 0.0108811462922302 0.0108664118201567 0.0108480617332036 0.0108259630547333 0.0107998396810082 0.0107698793990368 0.0107407335523791 0.0107186223435339 0.0107091102500391 0.0107172514096208 0.010747781735141 0.010805364193476 0.0108963512942132 0.0110292336982281 0.011212618528031 0.0114557973147039 0.0117695756441665 0.0121672183729006
"mde.temp.mean" 0.0624555534044996 0.0626112001594595 0.0630410448753363 0.0637120227559111 0.0645864131684616 0.0656235655328698 0.0667816026837998 0.0680197087420166 0.0693069342948302 0.0706186184383522 0.0719307049282478 0.0732201879310538 0.0744656106391199 0.075647497027991 0.0767505890001253 0.0777651957018372 0.0786827593442685 0.0794956235646455 0.0801973872920775 0.0807832066010875 0.0812499084454385 0.0815955901926462 0.0818207109001888 0.0819283846034089 0.0819239956418355 0.0818147526355822 0.0816092066309425 0.0813166125522343 0.0809467394248338 0.0805097571016728 0.0800156411368228 0.0794737075674421 0.0788923122550151 0.0782787091423848 0.077639072887551 0.0769785468353896 0.0763013609930262 0.0756109830322303 0.074910268307305 0.0742016040107254 0.0734871790468296 0.0727690719342503 0.0720491640676331 0.0713291795782099 0.0706107152034985 0.0698952591460939 0.069184290679218 0.0684794677295588 0.0677823825248844 0.0670945086759134 0.0664172082840281 0.0657517389734392 0.0650992691118749 0.0644609771785637 0.0638380212555252 0.0632314781827418 0.0626423536257151 0.0620715936791016 0.0615200956345561 0.0609886199084682 0.0604777050029883 0.0599878818722187 0.0595197036736764 0.0590737452028187 0.0586506024625112 0.058250867693796 0.0578749555611581 0.0575231960626235 0.0571959215659543 0.0568934658816285 0.0566161640495444 0.0563643457050859 0.0561379391011728 0.0559362685199034 0.0557586040433895 0.0556042270083148 0.055472450591386 0.0553626444066745
"dm.spat.mean" -1.07191859165396 -2.05340659165507 -2.26390061006132 -2.4497564016405 -2.61056975042042 -2.74604793018944 -2.84189052828908 -2.73942976723999 -2.50720968918468 -2.26974015922456 -2.03347171852946 -1.8020956943926 -1.57888561395837 -1.38211763574364 -1.22459320702508 -1.07110172944928 -0.918646843779933 -0.769068203167273 -0.624092508610162 -0.486373728155435 -0.364545114331148 -0.25512827820137 -0.154827813247025 -0.0638698214010198 0.017757007264725 0.0902481366570932 0.151714324836699 0.202010841544895 0.24568446944703 0.284308315814116 0.319035933364877 0.350834382672311 0.37989599786183 0.40456542352858 0.42733449095125 0.449515598837242 0.471380976768222 0.493053541843259 0.514653661231487 0.538540804683342 0.564248429821327 0.589044243575232 0.612765614743347 0.635355030266837 0.656743728392915 0.678743187971651 0.70528612340089 0.731126702238206 0.755018212156474 0.776983889918756 0.797034976466288 0.816545112191602 0.85081141751333 0.89169990639921 0.926806306111044 0.956330108940276 0.980726922094784 1.00050041257855 1.02486701275277 1.06230738015743 1.09443701701691 1.11951558397178 1.1385014410726 1.15233912583586 1.16656593428098 1.20943621575835 1.25306330858129 1.28185794917105 1.29975322060262 1.31042814171586 1.31715190711243 1.32133731356105 1.32031033291757 1.31666977318712 1.31578078457437 1.3225786217386 1.34188300010747 0.785643257993046
"alpha.spat.mean" 0.947974387956487 0.946790717414891 0.944463348649419 0.941250330663554 0.937403369278467 0.933152823334478 0.928701233664814 0.924217518357941 0.919771413202193 0.915376503683589 0.911048221459408 0.906803994005917 0.902662661546373 0.898643868554169 0.894709286324723 0.890696176130135 0.886425609540969 0.881720874540465 0.876416374230755 0.870372420636984 0.86350516341733 0.855869389757352 0.847590442552324 0.838806486593388 0.82965513912337 0.820262775963263 0.810736916275301 0.801156348415139 0.79156538980917 0.781983205864087 0.772410799115619 0.762838395807529 0.753252583201282 0.743643066927166 0.734008042004463 0.724349649061056 0.714672081960056 0.704981114631039 0.695283576095329 0.685586887080243 0.675898025765401 0.666221246467029 0.656558165824966 0.646909124924753 0.637274619740974 0.62765656330443 0.618059491585797 0.608490468615539 0.598956699687019 0.589465229851768 0.58002309793318 0.570637543136125 0.56131707675014 0.552080821465099 0.54295323488896 0.533956789504371 0.525112522924105 0.516440660810564 0.507961116383544 0.499698379026642 0.491685667263611 0.483954860060091 0.476535414396368 0.469454835422517 0.462739234290081 0.456416205574426 0.450526464736068 0.445104120611554 0.440168156159566 0.4357252611047 0.431772593243307 0.428300601495391 0.425309333605043 0.422803827791194 0.420769967259189 0.419182124031041 0.418012501354203 0.417240184072564
