"dn" "gamma" "eta" "dm" "alpha" "rn"
"paras.ests.ds1" 0.0104778565852277 0.0525655894826266 9.95887324577924 0.00999962305479 0.0996073882609106 5.21389540976675
"paras.ests.ds2" 0.0108145561614877 0.0514305718588554 10.0061573538987 0.00991502176394856 0.0996311361973983 5.16240641831296
"paras.ests.ds3" 0.0101396752754839 0.0495771352122514 9.9983778880094 0.0102010166406455 0.100321100890921 4.99631417398739
"paras.ests.ds4" 0.0108751392751974 0.0534470979017731 9.87484817834146 0.00967762739246943 0.100128719642061 5.34920697286285
"paras.ests.ds5" 0.0116368899876941 0.0494599887997267 10.0340649741888 0.00975512554342277 0.0998172995961741 4.99057253406764
"paras.ests.ds6" 0.00941962113111283 0.0507412725085844 10.0767430211722 0.0102365224443625 0.100095955719041 4.98930962829899
"paras.ests.ds7" 0.0121253152780229 0.0526602693955904 9.87281510662237 0.00960607629398875 0.0996111464912259 5.30088920256804
"paras.ests.ds8" 0.0100008833412606 0.0532487832057704 10.0328205792259 0.00989403407060834 0.100118726698835 5.34323584011677
"paras.ests.ds9" 0.00996911864785829 0.0553638720479272 9.92119587448754 0.00991462586553816 0.0994702124319901 5.41102059200545
"paras.ests.ds10" 0.0107681611038468 0.0511750752089165 9.97714123774655 0.00987838276129873 0.100010678742238 5.0904807490177
