"dn" "gamma" "eta" "dm" "alpha" "rn"
"paras.ests.ds1" 0.00932446666990438 0.0503611934517107 10.0291517438739 0.0102038110167794 0.10166287560916 4.58543229006228
"paras.ests.ds2" 0.010326340996823 0.0449405885891877 9.95289204849358 0.0105408244955976 0.10085864548456 4.23145411324883
"paras.ests.ds3" 0.0111069321906941 0.053700243505344 9.8285998287938 0.00951579225810919 0.100628069702861 5.12674101833135
"paras.ests.ds4" 0.0107561927888694 0.0436055368566678 9.98000705206509 0.0103475454243096 0.101843556163006 4.28022754308482
"paras.ests.ds5" 0.00911607163241254 0.0554124003006823 10.0615430933623 0.00964311176000323 0.100234812122867 5.05246303657408
"paras.ests.ds6" 0.00943029748521155 0.0515040431132723 10.0870170978741 0.0101665922332653 0.0997415831958344 4.5477184844072
"paras.ests.ds7" 0.00753676085883905 0.0523125706500281 10.1826760087797 0.0104296998296911 0.101146244678002 4.57259234392578
"paras.ests.ds8" 0.00748280962125691 0.05492965852892 10.0248402886799 0.0106230143468469 0.100660660315041 4.89316897882949
"paras.ests.ds9" 0.00979092434282293 0.0530115230526149 9.91547536837208 0.0100776063396411 0.100020645689725 4.93320468943027
"paras.ests.ds10" 0.01038365672727 0.0448647032333776 10.0781234179287 0.0103965737741308 0.101581706976634 4.35676713721321
