"dn" "gamma" "eta" "dm" "alpha" "rn"
"paras.ests.ds1" 0.00900076133679453 0.0482238967623074 10.2491175032776 0.00998631588727745 0.1023891067517 4.16836891549312
"paras.ests.ds2" 0.00641241094792462 0.0530128032566877 10.391635313418 0.0106441826770834 0.100725049816183 4.14343341660506
"paras.ests.ds3" 0.00502015620403783 0.0607327360384558 10.0186455076319 0.0105979975292985 0.101423704669622 5.03569702535523
"paras.ests.ds4" 0.0119746280703669 0.0492309677043784 10.172113423974 0.00952269669914256 0.101637540333272 4.25225099777357
"paras.ests.ds5" 0.00833604012538391 0.0581338982870876 10.0849215910604 0.0100444047364815 0.100130561543361 4.74740576321704
"paras.ests.ds6" 0.010474697520698 0.0538984946497069 10.0717889386333 0.0097969277836351 0.100228874824773 4.86723438927085
"paras.ests.ds7" 0.00926084341848692 0.0529332968157091 10.1401875141852 0.00972356080075718 0.101570891066337 4.63525228234794
"paras.ests.ds8" 0.00996817014235546 0.0515033837493377 10.1202178799281 0.0099011370899884 0.101409373006769 4.33299645288287
"paras.ests.ds9" 0.00825702966844171 0.0528825178785806 10.1287618398433 0.0104239310167957 0.100722870813697 4.53484183780808
"paras.ests.ds10" 0.00661377339921542 0.0602530471920733 10.2050305679009 0.00999780248156833 0.100653169660812 5.00097238917287
