"V1" "V2" "V3" "V4" "V5" "V6"
"1" 0.0132060269871234 0.0552726689726577 10.0685853223204 0.00875765052554292 0.100816142904653 6.02862546215526
"2" 0.0110492125667596 0.0485889817401427 9.94117348475502 0.00930826962186626 0.0994455986347988 4.91715352424029
"3" 0.0038718691426286 0.0869152375456246 9.80475416933593 0.00987858455350325 0.102918066582645 6.79564773817971
"4" 0.0198677121028133 0.0360641694673022 9.878744647166 0.010157825387106 0.0978030097983326 4.28403844280145
"5" 0.00525806077758399 0.0484880173526549 10.2006360982431 0.0106418478751575 0.0965637673445267 5.59128332016116
"6" 0.00694097044849452 0.0640018142426168 10.1384679712046 0.0107415805176747 0.097909321736662 6.0840707818411
"7" 0.00332808421438871 0.0628840508554713 10.3591779698324 0.00945768684681985 0.0981495404187308 6.08526648168109
"8" 0.00464588552650556 0.0868810137104611 9.99443043659606 0.00970646665291768 0.0977947169635302 7.14596252745927
"9" 0.0110895286257535 0.0616952561812842 9.78738872681362 0.00994976326113436 0.0998456665552209 6.28144046080229
"10" 0.00371497428242467 0.0760834542250451 10.158403846435 0.0109971687827827 0.0972654096582344 6.52040656651491
"11" 0.0178568575768421 0.043965447799522 9.67067091803744 0.00973992559398276 0.0992097653553718 5.05665369228921
"12" 0.00638183192314822 0.054175740052542 10.1627080333451 0.0106762767677343 0.099438839960657 4.48258406414952
"13" 0.0186875213657248 0.0355369237499764 10.2980517668695 0.00984656207083222 0.0949890636413736 4.72438947118564
"14" 0.0140577834272868 0.0829410842851894 9.75477155107719 0.0112892738386356 0.100141125619302 7.40398565999295
"15" 0.00833359982079492 0.0647572610591909 9.98142773283186 0.0099840290562451 0.0940405456465228 5.68075050342245
"16" 0.00707372209732718 0.0617336881005429 10.0772775641934 0.0106804869449446 0.0984362688610308 5.96417170194568
"17" 0.0169251496050934 0.0466440885731294 9.83881993305876 0.0100071903223643 0.101823642115095 4.53544932652082
"18" 0.00789037124340999 0.0869071780497057 10.0180190396691 0.00930745708213042 0.101327197719059 7.19221018067031
"19" 0.0126957180579234 0.053597269337864 10.1681181875587 0.0111342619547891 0.0966297510958787 4.81373339039223
"20" 0.00841451279218169 0.0428582390389443 10.3046646830142 0.0108549830344122 0.099592480525849 3.92837866085121
"21" 0.0115026338685746 0.0975076484028266 9.94611651658107 0.00848660493210541 0.0992154725411356 8.26633645480361
"22" 0.00728645581586742 0.0569410585015022 10.135926262303 0.0107211271794686 0.0991003638077478 5.78099323769423
